"MEASURE","Measure","PROP_TYPE","Property type","ASGS_2011","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2002-Q1","Mar-2002",,"u","not applicable"
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2002-Q2","Jun-2002",,"u","not applicable"
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2002-Q3","Sep-2002",,"u","not applicable"
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2002-Q4","Dec-2002",,"u","not applicable"
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2003-Q1","Mar-2003",,"q","not available"
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2003-Q2","Jun-2003",,"q","not available"
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2003-Q3","Sep-2003",,"q","not available"
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2003-Q4","Dec-2003",,"q","not available"
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2004-Q1","Mar-2004",,"q","not available"
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2004-Q2","Jun-2004",,"q","not available"
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2004-Q3","Sep-2004",0.3,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2004-Q4","Dec-2004",0.5,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2005-Q1","Mar-2005",2.8,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2005-Q2","Jun-2005",3.8,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2005-Q3","Sep-2005",3.6,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2005-Q4","Dec-2005",2.6,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2006-Q1","Mar-2006",4.6,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2006-Q2","Jun-2006",6.3,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2006-Q3","Sep-2006",7.9,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2006-Q4","Dec-2006",8.6,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2007-Q1","Mar-2007",8.6,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2007-Q2","Jun-2007",13.1,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2007-Q3","Sep-2007",16.7,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2007-Q4","Dec-2007",21.9,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2008-Q1","Mar-2008",20.7,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2008-Q2","Jun-2008",12.5,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2008-Q3","Sep-2008",4.4,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2008-Q4","Dec-2008",-2.8,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2009-Q1","Mar-2009",-3.7,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2009-Q2","Jun-2009",1.6,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2009-Q3","Sep-2009",11.4,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2009-Q4","Dec-2009",19.8,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2010-Q1","Mar-2010",25.2,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2010-Q2","Jun-2010",22.2,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2010-Q3","Sep-2010",12.8,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2010-Q4","Dec-2010",7.2,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2011-Q1","Mar-2011",1.4,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2011-Q2","Jun-2011",-2.5,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2011-Q3","Sep-2011",-2.9,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2011-Q4","Dec-2011",-5.4,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2012-Q1","Mar-2012",-5.1,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2012-Q2","Jun-2012",-4.1,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2012-Q3","Sep-2012",-2.7,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2012-Q4","Dec-2012",0.4,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2013-Q1","Mar-2013",1.4,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2013-Q2","Jun-2013",3.4,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2013-Q3","Sep-2013",7.4,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2013-Q4","Dec-2013",9.3,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2014-Q1","Mar-2014",9.8,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2014-Q2","Jun-2014",9.2,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2014-Q3","Sep-2014",6.8,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2014-Q4","Dec-2014",5,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2015-Q1","Mar-2015",4.7,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2015-Q2","Jun-2015",7.8,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2015-Q3","Sep-2015",9.9,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2015-Q4","Dec-2015",9.6,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2016-Q1","Mar-2016",9.8,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2016-Q2","Jun-2016",8.2,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2016-Q3","Sep-2016",6.9,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2016-Q4","Dec-2016",10.8,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2017-Q1","Mar-2017",13.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2002-Q1","Mar-2002",,"u","not applicable"
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2002-Q2","Jun-2002",,"u","not applicable"
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2002-Q3","Sep-2002",,"u","not applicable"
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2002-Q4","Dec-2002",,"u","not applicable"
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2003-Q1","Mar-2003",,"q","not available"
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2003-Q2","Jun-2003",,"q","not available"
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2003-Q3","Sep-2003",,"q","not available"
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2003-Q4","Dec-2003",,"q","not available"
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2004-Q1","Mar-2004",,"q","not available"
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2004-Q2","Jun-2004",,"q","not available"
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2004-Q3","Sep-2004",14.6,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2004-Q4","Dec-2004",16.2,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2005-Q1","Mar-2005",30.2,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2005-Q2","Jun-2005",29.3,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2005-Q3","Sep-2005",25.1,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2005-Q4","Dec-2005",25.7,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2006-Q1","Mar-2006",19.1,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2006-Q2","Jun-2006",22.7,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2006-Q3","Sep-2006",25,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2006-Q4","Dec-2006",13.6,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2007-Q1","Mar-2007",6.8,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2007-Q2","Jun-2007",9.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2007-Q3","Sep-2007",17.3,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2007-Q4","Dec-2007",11.2,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2008-Q1","Mar-2008",12.2,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2008-Q2","Jun-2008",3,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2008-Q3","Sep-2008",8.9,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2008-Q4","Dec-2008",11.8,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2009-Q1","Mar-2009",18,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2009-Q2","Jun-2009",19.8,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2009-Q3","Sep-2009",14.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2009-Q4","Dec-2009",20.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2010-Q1","Mar-2010",12.9,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2010-Q2","Jun-2010",13.8,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2010-Q3","Sep-2010",11.3,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2010-Q4","Dec-2010",5.3,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2011-Q1","Mar-2011",0.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2011-Q2","Jun-2011",-3.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2011-Q3","Sep-2011",-6,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2011-Q4","Dec-2011",-6.7,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2012-Q1","Mar-2012",-4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2012-Q2","Jun-2012",3.7,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2012-Q3","Sep-2012",8.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2012-Q4","Dec-2012",6.3,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2013-Q1","Mar-2013",12.7,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2013-Q2","Jun-2013",8.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2013-Q3","Sep-2013",4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2013-Q4","Dec-2013",4.7,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2014-Q1","Mar-2014",1.9,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2014-Q2","Jun-2014",1.1,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2014-Q3","Sep-2014",1.6,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2014-Q4","Dec-2014",2.2,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2015-Q1","Mar-2015",0.3,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2015-Q2","Jun-2015",-1.8,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2015-Q3","Sep-2015",-2.8,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2015-Q4","Dec-2015",-4.2,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2016-Q1","Mar-2016",-3.6,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2016-Q2","Jun-2016",-5.7,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2016-Q3","Sep-2016",-4.3,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2016-Q4","Dec-2016",-5,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2017-Q1","Mar-2017",-7.1,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2002-Q1","Mar-2002",,"u","not applicable"
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2002-Q2","Jun-2002",,"q","not available"
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2002-Q3","Sep-2002",,"q","not available"
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2002-Q4","Dec-2002",,"q","not available"
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2003-Q1","Mar-2003",,"q","not available"
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2003-Q2","Jun-2003",,"q","not available"
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2003-Q3","Sep-2003",,"q","not available"
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2003-Q4","Dec-2003",3.4,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2004-Q1","Mar-2004",-1.4,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2004-Q2","Jun-2004",-3,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2004-Q3","Sep-2004",-0.2,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2004-Q4","Dec-2004",0.7,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2005-Q1","Mar-2005",-1.9,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2005-Q2","Jun-2005",-0.7,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2005-Q3","Sep-2005",-1.5,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2005-Q4","Dec-2005",0.5,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2006-Q1","Mar-2006",-1.2,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2006-Q2","Jun-2006",1.9,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2006-Q3","Sep-2006",-0.4,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2006-Q4","Dec-2006",0.9,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2007-Q1","Mar-2007",-1,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2007-Q2","Jun-2007",4,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2007-Q3","Sep-2007",2.5,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2007-Q4","Dec-2007",2.2,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2008-Q1","Mar-2008",-0.8,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2008-Q2","Jun-2008",-1.4,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2008-Q3","Sep-2008",-1.8,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2008-Q4","Dec-2008",-1.4,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2009-Q1","Mar-2009",-0.7,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2009-Q2","Jun-2009",4.3,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2009-Q3","Sep-2009",4.1,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2009-Q4","Dec-2009",5.4,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2010-Q1","Mar-2010",3,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2010-Q2","Jun-2010",2.5,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2010-Q3","Sep-2010",-0.3,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2010-Q4","Dec-2010",0.2,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2011-Q1","Mar-2011",-0.3,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2011-Q2","Jun-2011",0.4,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2011-Q3","Sep-2011",-1.5,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2011-Q4","Dec-2011",-1.5,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2012-Q1","Mar-2012",1.9,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2012-Q2","Jun-2012",1.1,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2012-Q3","Sep-2012",-0.5,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2012-Q4","Dec-2012",2.8,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2013-Q1","Mar-2013",1,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2013-Q2","Jun-2013",3.8,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2013-Q3","Sep-2013",3.8,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2013-Q4","Dec-2013",5.5,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2014-Q1","Mar-2014",2.3,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2014-Q2","Jun-2014",3.5,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2014-Q3","Sep-2014",2.2,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2014-Q4","Dec-2014",3.6,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2015-Q1","Mar-2015",3.1,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2015-Q2","Jun-2015",8.9,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2015-Q3","Sep-2015",3.1,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2015-Q4","Dec-2015",-1.6,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2016-Q1","Mar-2016",-0.7,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2016-Q2","Jun-2016",2.8,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2016-Q3","Sep-2016",2.6,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2016-Q4","Dec-2016",5.2,,
"2","Percentage change from previous quarter","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2017-Q1","Mar-2017",3,,
"2","Percentage change from previous quarter","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2002-Q1","Mar-2002",,"u","not applicable"
"2","Percentage change from previous quarter","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2002-Q2","Jun-2002",4.4,,
"2","Percentage change from previous quarter","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2002-Q3","Sep-2002",7.3,,
"2","Percentage change from previous quarter","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2002-Q4","Dec-2002",4.6,,
"2","Percentage change from previous quarter","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2003-Q1","Mar-2003",6.3,,
"2","Percentage change from previous quarter","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2003-Q2","Jun-2003",7.8,,
"2","Percentage change from previous quarter","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2003-Q3","Sep-2003",12.3,,
"2","Percentage change from previous quarter","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2003-Q4","Dec-2003",7.8,,
"2","Percentage change from previous quarter","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2004-Q1","Mar-2004",1.7,,
"2","Percentage change from previous quarter","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2004-Q2","Jun-2004",1.4,,
"2","Percentage change from previous quarter","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2004-Q3","Sep-2004",-1.1,,
"2","Percentage change from previous quarter","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2004-Q4","Dec-2004",1.4,,
