"MEASURE","Measure","INDEX","Index type","SECTOR","Sector","INDUSTRY","Industry","REGION","Region","TSEST","Adjustment type","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","3","Queensland","10","Original","Q","Quarterly","2010-Q3","Sep-2010",107.9,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","3","Queensland","10","Original","Q","Quarterly","2010-Q4","Dec-2010",108.9,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","3","Queensland","10","Original","Q","Quarterly","2011-Q1","Mar-2011",109.5,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","3","Queensland","10","Original","Q","Quarterly","2011-Q2","Jun-2011",110.3,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","3","Queensland","10","Original","Q","Quarterly","2011-Q3","Sep-2011",112.1,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","3","Queensland","10","Original","Q","Quarterly","2011-Q4","Dec-2011",112.5,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","3","Queensland","10","Original","Q","Quarterly","2012-Q1","Mar-2012",113.1,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","3","Queensland","10","Original","Q","Quarterly","2012-Q2","Jun-2012",113.6,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","3","Queensland","10","Original","Q","Quarterly","2012-Q3","Sep-2012",114.4,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","3","Queensland","10","Original","Q","Quarterly","2012-Q4","Dec-2012",115.4,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","3","Queensland","10","Original","Q","Quarterly","2013-Q1","Mar-2013",116.3,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","3","Queensland","10","Original","Q","Quarterly","2013-Q2","Jun-2013",116.7,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","3","Queensland","10","Original","Q","Quarterly","2013-Q3","Sep-2013",117.2,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","3","Queensland","10","Original","Q","Quarterly","2013-Q4","Dec-2013",118.3,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","3","Queensland","10","Original","Q","Quarterly","2014-Q1","Mar-2014",119.4,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","3","Queensland","10","Original","Q","Quarterly","2014-Q2","Jun-2014",119.9,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","3","Queensland","10","Original","Q","Quarterly","2014-Q3","Sep-2014",120.2,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","3","Queensland","10","Original","Q","Quarterly","2014-Q4","Dec-2014",121.4,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","3","Queensland","10","Original","Q","Quarterly","2015-Q1","Mar-2015",122.1,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","3","Queensland","10","Original","Q","Quarterly","2015-Q2","Jun-2015",122.4,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","3","Queensland","10","Original","Q","Quarterly","2015-Q3","Sep-2015",123.1,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","3","Queensland","10","Original","Q","Quarterly","2015-Q4","Dec-2015",123.9,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","3","Queensland","10","Original","Q","Quarterly","2016-Q1","Mar-2016",125.2,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","3","Queensland","10","Original","Q","Quarterly","2016-Q2","Jun-2016",125.6,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","3","Queensland","10","Original","Q","Quarterly","2016-Q3","Sep-2016",125.9,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","3","Queensland","10","Original","Q","Quarterly","2016-Q4","Dec-2016",127.5,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","3","Queensland","10","Original","Q","Quarterly","2017-Q1","Mar-2017",127.9,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","1997-Q3","Sep-1997",64.5,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","1997-Q4","Dec-1997",65,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","1998-Q1","Mar-1998",65.7,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","1998-Q2","Jun-1998",65.8,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","1998-Q3","Sep-1998",66.3,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","1998-Q4","Dec-1998",66.7,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","1999-Q1","Mar-1999",67.4,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","1999-Q2","Jun-1999",67.6,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","1999-Q3","Sep-1999",68.6,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","1999-Q4","Dec-1999",69.2,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2000-Q1","Mar-2000",69.6,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2000-Q2","Jun-2000",70.3,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2000-Q3","Sep-2000",70.9,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2000-Q4","Dec-2000",71.5,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2001-Q1","Mar-2001",72.7,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2001-Q2","Jun-2001",72.9,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2001-Q3","Sep-2001",73.4,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2001-Q4","Dec-2001",74.9,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2002-Q1","Mar-2002",75.3,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2002-Q2","Jun-2002",75.4,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2002-Q3","Sep-2002",76.4,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2002-Q4","Dec-2002",77.6,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2003-Q1","Mar-2003",77.9,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2003-Q2","Jun-2003",78.2,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2003-Q3","Sep-2003",79.5,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2003-Q4","Dec-2003",80.8,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2004-Q1","Mar-2004",81.2,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2004-Q2","Jun-2004",81.4,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2004-Q3","Sep-2004",82,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2004-Q4","Dec-2004",84.1,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2005-Q1","Mar-2005",85.1,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2005-Q2","Jun-2005",85.1,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2005-Q3","Sep-2005",85.8,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2005-Q4","Dec-2005",88.1,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2006-Q1","Mar-2006",88.6,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2006-Q2","Jun-2006",89.2,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2006-Q3","Sep-2006",90.1,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2006-Q4","Dec-2006",91.3,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2007-Q1","Mar-2007",92.7,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2007-Q2","Jun-2007",93,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2007-Q3","Sep-2007",93.8,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2007-Q4","Dec-2007",95.8,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2008-Q1","Mar-2008",96.9,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2008-Q2","Jun-2008",97.1,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2008-Q3","Sep-2008",98,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2008-Q4","Dec-2008",99.7,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2009-Q1","Mar-2009",100.9,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2009-Q2","Jun-2009",101.5,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2009-Q3","Sep-2009",102.1,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2009-Q4","Dec-2009",102.6,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2010-Q1","Mar-2010",103.9,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2010-Q2","Jun-2010",104.8,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2010-Q3","Sep-2010",105.3,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2010-Q4","Dec-2010",107.1,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2011-Q1","Mar-2011",107.7,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2011-Q2","Jun-2011",107.8,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2011-Q3","Sep-2011",108.6,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2011-Q4","Dec-2011",110.4,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2012-Q1","Mar-2012",111.2,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2012-Q2","Jun-2012",111.7,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2012-Q3","Sep-2012",112.5,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2012-Q4","Dec-2012",113.2,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2013-Q1","Mar-2013",114.8,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2013-Q2","Jun-2013",114.9,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2013-Q3","Sep-2013",115.9,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2013-Q4","Dec-2013",117.5,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2014-Q1","Mar-2014",118.5,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2014-Q2","Jun-2014",118.8,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2014-Q3","Sep-2014",119.3,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2014-Q4","Dec-2014",120.2,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2015-Q1","Mar-2015",121.3,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2015-Q2","Jun-2015",121.5,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2015-Q3","Sep-2015",121.9,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2015-Q4","Dec-2015",123.9,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2016-Q1","Mar-2016",124.2,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2016-Q2","Jun-2016",124.5,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2016-Q3","Sep-2016",125.3,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2016-Q4","Dec-2016",126.8,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","4","South Australia","10","Original","Q","Quarterly","2017-Q1","Mar-2017",127.2,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","1997-Q3","Sep-1997",65.5,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","1997-Q4","Dec-1997",65.9,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","1998-Q1","Mar-1998",66.3,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","1998-Q2","Jun-1998",66.8,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","1998-Q3","Sep-1998",67.5,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","1998-Q4","Dec-1998",67.8,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","1999-Q1","Mar-1999",68.2,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","1999-Q2","Jun-1999",68.9,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","1999-Q3","Sep-1999",69.3,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","1999-Q4","Dec-1999",69.9,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2000-Q1","Mar-2000",70.6,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2000-Q2","Jun-2000",70.8,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2000-Q3","Sep-2000",71.2,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2000-Q4","Dec-2000",71.8,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2001-Q1","Mar-2001",72.9,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2001-Q2","Jun-2001",73.2,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2001-Q3","Sep-2001",73.8,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2001-Q4","Dec-2001",74.4,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2002-Q1","Mar-2002",75.1,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2002-Q2","Jun-2002",75.4,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2002-Q3","Sep-2002",76.5,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2002-Q4","Dec-2002",76.9,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2003-Q1","Mar-2003",78.1,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2003-Q2","Jun-2003",78.4,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2003-Q3","Sep-2003",79.4,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2003-Q4","Dec-2003",80,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2004-Q1","Mar-2004",80.4,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2004-Q2","Jun-2004",80.8,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2004-Q3","Sep-2004",82.1,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2004-Q4","Dec-2004",83,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2005-Q1","Mar-2005",83.7,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2005-Q2","Jun-2005",85.1,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2005-Q3","Sep-2005",85.8,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2005-Q4","Dec-2005",86.2,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2006-Q1","Mar-2006",86.9,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2006-Q2","Jun-2006",87.8,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2006-Q3","Sep-2006",88.6,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2006-Q4","Dec-2006",90.4,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2007-Q1","Mar-2007",90.9,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2007-Q2","Jun-2007",92.6,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2007-Q3","Sep-2007",93.2,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2007-Q4","Dec-2007",94.3,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2008-Q1","Mar-2008",95.1,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2008-Q2","Jun-2008",95.9,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2008-Q3","Sep-2008",97,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2008-Q4","Dec-2008",100,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2009-Q1","Mar-2009",101,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2009-Q2","Jun-2009",102.1,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2009-Q3","Sep-2009",103,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2009-Q4","Dec-2009",104.7,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2010-Q1","Mar-2010",105.3,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2010-Q2","Jun-2010",106.3,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2010-Q3","Sep-2010",107.4,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2010-Q4","Dec-2010",108.5,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2011-Q1","Mar-2011",109.1,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2011-Q2","Jun-2011",109.7,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2011-Q3","Sep-2011",111.3,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2011-Q4","Dec-2011",112.3,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2012-Q1","Mar-2012",113.5,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2012-Q2","Jun-2012",114.7,,
"1","Index number","THRPEB","Total hourly rates of pay excluding bonuses","2","Public","-","All industries","5","Western Australia","10","Original","Q","Quarterly","2012-Q3","Sep-2012",116.2,,
